SESSION,DATE,landmarkid,utme,utmn,clan
S11300,11/28/2013,Pile-o-rocks Crossing (),721268,9848487,serena n
S10757,6/18/2013,Pile-o-rocks Crossing (),721269,9848544,serena n
S8294,8/17/2012,Pile-o-rocks Crossing (),721271,9848174,serena n
S10769,6/19/2013,Pile-o-rocks Crossing (),721271,9848492,serena n
S10032,7/7/2013,Pile-o-rocks Crossing (),721271,9848515,serena n
S10565,5/10/2013,Pile-o-rocks Crossing (),721272,9848468,serena n
S10815,6/21/2013,Pile-o-rocks Crossing (),721272,9847572,serena n
S9981,2/10/2013,Pile-o-rocks Crossing (),721273,9848480,serena n
S10002,7/1/2013,Pile-o-rocks Crossing (),721273,9848517,serena n
S9867,1/15/2013,Pile-o-rocks Crossing (),721275,9848476,serena n
S10979.1,8/29/2013,Pile-o-rocks Crossing (),721276,9838265,serena n
S8541,11/27/2012,Pile-o-rocks Crossing (),721278,9848414,serena n
S9949,2/5/2013,Pile-o-rocks Crossing (),721278,9848356,serena n
S11116,10/10/2013,Pile-o-rocks Crossing (),721278,9848298,serena n
S8010,7/19/2012,Pile-o-rocks Crossing (),721279,9848304,serena n
S8524,11/22/2012,Pile-o-rocks Crossing (),721279,9848216,serena n
S11333,12/6/2013,Pile-o-rocks Crossing (),721308,9847923,serena n
S10417,3/16/2013,Pile-o-rocks Crossing (),721319,9847564,serena n
S10396,3/13/2013,Pile-o-rocks Crossing (),721335,9847557,serena n
S9944,2/3/2013,Pile-o-rocks Crossing (),721346,9847548,serena n
S11102,10/7/2013,Pile-o-rocks Crossing (),721364,9847955,serena n
S9849,1/11/2013,Pile-o-rocks Crossing (),721368,9847569,serena n
S10817,6/21/2013,Pile-o-rocks Crossing (),721389,9847520,serena n
S11102,10/7/2013,Pile-o-rocks Crossing (),721584,9847918,serena n
S11221,11/3/2013,Pile-o-rocks Crossing (),721646,9847816,serena n
S11227.1,11/5/2013,Pile-o-rocks Crossing (),721651,9847966,serena n
S8295,8/17/2012,Pile-o-rocks Crossing (),721969,9847698,serena n
S10509,4/22/2013,Pile-o-rocks Crossing (),722111,9847800,serena n
S10370,3/4/2013,Pile-o-rocks Crossing (),722126,9847571,serena n
S10633,5/24/2013,Pion's Crossing (North),0,0,serena n
S11338,12/8/2013,Pion's Crossing (North),0,0,serena n
S13460,2/28/2014,Pion's Crossing (North),0,0,serena n
S13523,3/12/2014,Pion's Crossing (North),0,0,serena n
S10774,6/19/2013,Pion's Crossing (North),711218,9849061,serena n
S11118,10/10/2013,Pion's Crossing (North),719888,9847410,serena n
S11392,12/26/2013,Pion's Crossing (North),719984,9849314,serena n
S11299,11/28/2013,Pion's Crossing (North),720324,9848470,serena n
S11340,12/8/2013,Pion's Crossing (North),720335,9849089,serena n
S10851,6/26/2013,Pion's Crossing (North),720435,9849038,serena n
S10074,7/16/2013,Pion's Crossing (North),720436,9849060,serena n
S10917,8/11/2013,Pion's Crossing (North),720440,9848950,serena n
S10286,2/13/2013,Pion's Crossing (North),720461,9848336,serena n
S11383,12/24/2013,Pion's Crossing (North),720466,9848423,serena n
S13226,1/13/2014,Pion's Crossing (North),720477,9848902,serena n
S11340,12/8/2013,Pion's Crossing (North),720481,9849159,serena n
S11122,10/11/2013,Pion's Crossing (North),720489,9848279,serena n
S11340,12/8/2013,Pion's Crossing (North),720565,9849040,serena n
S11056,9/24/2013,Pion's Crossing (North),720592,9848301,serena n
S13505,3/10/2014,Pion's Crossing (North),720630,9848404,serena n
S11338,12/8/2013,Pion's Crossing (North),720631,9848413,serena n
S11190,10/28/2013,Pion's Crossing (North),720646,9848876,serena n
S11339,12/8/2013,Pion's Crossing (North),720656,9848665,serena n
S13554,3/20/2014,Pion's Crossing (North),720659,9848917,serena n
S10088,7/19/2013,Pion's Crossing (North),720734,9849211,serena n
S13189,1/2/2014,Pion's Crossing (North),720843,9849217,serena n
S13476,3/3/2014,Pion's Crossing (North),721051,9849126,serena n
S10742,6/16/2013,Pion's Crossing (North),721212,9849086,serena n
S10778,6/19/2013,Pion's Crossing (North),721214,9849057,serena n
S13454,2/27/2014,Pion's Crossing (North),721215,9849061,serena n
S10664,6/2/2013,Pion's Crossing (North),721228,9848993,serena n
S11107,10/8/2013,Pion's Crossing (North),721237,9848944,serena n
S11117,10/10/2013,Pion's Crossing (North),721237,9848861,serena n
S10624,5/22/2013,Pion's Crossing (North),721239,9848829,serena n
S11180,10/26/2013,Pion's Crossing (North),721239,9848865,serena n
S7998,7/15/2012,New Queen's Throne Natal Den (North),0,0,serena n
S9029,8/8/2012,Rainstick Tree (South),725211,9843536,serena n
S8274,8/4/2012,Rhombush (North),0,0,serena n
S11349,12/9/2013,Rhombush (North),0,0,serena n
S8384,10/22/2012,Rhombush (North),719229,9848762,serena n
S8273,8/4/2012,Rhombush (North),719267,9849152,serena n
S13419,2/25/2014,Rhombush (North),719822,9847499,serena n
S8512,11/21/2012,Rhombush (North),719915,9847860,serena n
S8274,8/4/2012,Rhombush (North),719916,9848848,serena n
S13265,1/24/2014,Rhombush (North),720048,9847835,serena n
S8274,8/4/2012,Rhombush (North),720065,9848848,serena n
S9884,1/19/2013,Rhombush (North),720133,9847356,serena n
S10728,6/15/2013,Rhombush (North),720137,9847770,serena n
S13264,1/24/2014,Rhombush (North),720177,9847627,serena n
S8514,11/21/2012,Rhombush (North),720240,9847539,serena n
S10455,3/24/2013,Rhombush (North),720266,9847744,serena n
S11161,10/23/2013,Rhombush (North),720274,9847534,serena n
S8508,11/19/2012,Rhombush (North),720293,9847529,serena n
S8445,11/10/2012,Rhombush (North),720334,9847585,serena n
S10929,8/15/2013,Rhombush (North),720371,9847530,serena n
S8561,12/4/2012,Rhombush (North),720399,9847637,serena n
S8423,11/6/2012,Rhombush (North),720405,9847540,serena n
S11148,10/20/2013,Rhombush (North),720443,9847604,serena n
S11154,10/21/2013,Rhombush (North),720449,9847567,serena n
S8472,11/13/2012,Rhombush (North),720457,9847566,serena n
S8425,11/6/2012,Rhombush (North),720469,9847606,serena n
S11210,11/1/2013,Rhombush (North),720505,9848207,serena n
S13470,3/1/2014,Rhombush (North),720514,9847594,serena n
S8467,11/13/2012,Rhombush (North),720560,9847370,serena n
S8468,11/13/2012,Rhombush (North),720560,9847370,serena n
S9872,1/17/2013,Rhombush (North),720561,9847354,serena n
S13255,1/20/2014,Rhombush (North),720569,9847597,serena n
S8439,11/8/2012,Rhombush (North),720570,9847599,serena n
S9894,1/24/2013,Rhombush (North),720576,9847529,serena n
S11237,11/11/2013,Rhombush (North),720577,9847798,serena n
S11240,11/12/2013,Rhombush (North),720577,9847798,serena n
S11382,12/24/2013,Rhombush (North),720577,9847801,serena n
S11250,11/15/2013,Rhombush (North),720607,9847749,serena n
S11375,12/22/2013,Rhombush (North),720607,9847750,serena n
S8521,11/21/2012,Rhombush (North),720611,9847592,serena n
S9940,2/3/2013,Rhombush (North),720618,9847590,serena n
S11253,11/17/2013,Rhombush (North),720624,9847717,serena n
S13450,2/27/2014,Rhombush (North),720624,9847584,serena n
S9884,1/19/2013,Rhombush (North),720642,9847474,serena n
S8537,11/27/2012,Rhombush (North),720654,9847556,serena n
S10288,2/13/2013,Rhombush (North),720662,9840148,serena n
S10284,2/13/2013,Rhombush (North),720662,9840148,serena n
S11376,12/22/2013,Rhombush (North),720664,9847670,serena n
S10689,6/9/2013,Rhombush (North),720681,9847646,serena n
S9872.1,1/17/2013,Rhombush (North),720707,9847607,serena n
S10318,2/24/2013,Rhombush (North),720721,9847622,serena n
S8558,12/1/2012,Rhombush (North),720734,9847597,serena n
S8443,11/10/2012,Rhombush (North),720736,9847537,serena n
S9839,1/1/2013,Rhombush (North),720737,9847592,serena n
S10718,6/13/2013,Rhombush (North),720739,9847608,serena n
S8559.1,12/14/2012,Rhombush (North),720752,9847591,serena n
S10690,6/9/2013,Rhombush (North),720752,9847609,serena n
S8560.1,12/14/2012,Rhombush (North),720757,9847258,serena n
S9905,1/29/2013,Rhombush (North),720758,9847570,serena n
S8470,11/13/2012,Rhombush (North),720768,9847472,serena n
S10617,5/21/2013,Rhombush (North),720777,9847600,serena n
S8473,11/13/2012,Rhombush (North),720784,9847598,serena n
S10021,7/5/2013,Rhombush (North),720790,9847572,serena n
S10054,7/11/2013,Rhombush (North),720801,9847573,serena n
S8535,11/26/2012,Rhombush (North),728029,9847540,serena n
S11516,2/17/2013,Rock Lobster (),726344,9842616,serena n
S13223,1/13/2014,Runway Den   (North),0,0,serena n
S13233,1/15/2014,Runway Den   (North),0,0,serena n
S13239,1/16/2014,Runway Den   (North),0,0,serena n
S13238,1/16/2014,Runway Den   (North),0,0,serena n
S13252,1/20/2014,Runway Den   (North),0,0,serena n
S13260.1,1/23/2014,Runway Den   (North),0,0,serena n
S13296,1/31/2014,Runway Den   (North),0,0,serena n
S13319,2/5/2014,Runway Den   (North),0,0,serena n
S13332,2/9/2014,Runway Den   (North),0,0,serena n
S13408,2/22/2014,Runway Den   (North),0,0,serena n
S13428,2/25/2014,Runway Den   (North),0,0,serena n
S13416,2/25/2014,Runway Den   (North),0,0,serena n
S13447,2/26/2014,Runway Den   (North),0,0,serena n
S11150,10/20/2013,Runway Den   (North),723254,9844866,serena n
S13315,2/4/2014,Runway Den   (North),723267,9844868,serena n
S9976,2/9/2013,Schiphol Den (North),0,0,serena n
S9979,2/10/2013,Schiphol Den (North),0,0,serena n
S9994,2/11/2013,Schiphol Den (North),0,0,serena n
S9997,2/12/2013,Schiphol Den (North),0,0,serena n
S9995,2/12/2013,Schiphol Den (North),0,0,serena n
S9999,2/13/2013,Schiphol Den (North),0,0,serena n
S9998,2/13/2013,Schiphol Den (North),0,0,serena n
S10291.1,2/15/2013,Schiphol Den (North),0,0,serena n
S10297,2/18/2013,Schiphol Den (North),0,0,serena n
S10314,2/23/2013,Schiphol Den (North),0,0,serena n
S10315,2/24/2013,Schiphol Den (North),0,0,serena n
S10334,2/27/2013,Schiphol Den (North),0,0,serena n
S10338,2/27/2013,Schiphol Den (North),0,0,serena n
S10352,3/1/2013,Schiphol Den (North),0,0,serena n
S10354,3/2/2013,Schiphol Den (North),0,0,serena n
S10360,3/2/2013,Schiphol Den (North),0,0,serena n
S10353,3/2/2013,Schiphol Den (North),0,0,serena n
S10363,3/3/2013,Schiphol Den (North),0,0,serena n
S10362,3/3/2013,Schiphol Den (North),0,0,serena n
S10364,3/4/2013,Schiphol Den (North),0,0,serena n
S10377,3/6/2013,Schiphol Den (North),0,0,serena n
S10381,3/7/2013,Schiphol Den (North),0,0,serena n
S10385,3/10/2013,Schiphol Den (North),0,0,serena n
s10388,3/11/2013,Schiphol Den (North),0,0,serena n
S10389,3/11/2013,Schiphol Den (North),0,0,serena n
S10403,3/13/2013,Schiphol Den (North),0,0,serena n
S10413,3/15/2013,Schiphol Den (North),0,0,serena n
S10412,3/15/2013,Schiphol Den (North),0,0,serena n
S10414,3/16/2013,Schiphol Den (North),0,0,serena n
S10425,3/17/2013,Schiphol Den (North),0,0,serena n
S10431,3/20/2013,Schiphol Den (North),0,0,serena n
S10434,3/22/2013,Schiphol Den (North),0,0,serena n
S10433,3/22/2013,Schiphol Den (North),0,0,serena n
S10452,3/23/2013,Schiphol Den (North),0,0,serena n
S10453,3/23/2013,Schiphol Den (North),0,0,serena n
S10446,3/23/2013,Schiphol Den (North),0,0,serena n
S10456,3/24/2013,Schiphol Den (North),0,0,serena n
S10458,3/24/2013,Schiphol Den (North),0,0,serena n
S10459,3/25/2013,Schiphol Den (North),0,0,serena n
S10472,3/26/2013,Schiphol Den (North),0,0,serena n
S10466,3/26/2013,Schiphol Den (North),0,0,serena n
S10464,3/26/2013,Schiphol Den (North),0,0,serena n
S10473,3/29/2013,Schiphol Den (North),0,0,serena n
S10474,3/31/2013,Schiphol Den (North),0,0,serena n
S10475,4/2/2013,Schiphol Den (North),0,0,serena n
S10477,4/4/2013,Schiphol Den (North),0,0,serena n
S10478,4/8/2013,Schiphol Den (North),0,0,serena n
S10480,4/8/2013,Schiphol Den (North),0,0,serena n
S10483,4/9/2013,Schiphol Den (North),0,0,serena n
S10486,4/11/2013,Schiphol Den (North),0,0,serena n
S10488,4/13/2013,Schiphol Den (North),0,0,serena n
S10490,4/14/2013,Schiphol Den (North),0,0,serena n
S10496,4/16/2013,Schiphol Den (North),0,0,serena n
S10497,4/18/2013,Schiphol Den (North),0,0,serena n
S10525,4/25/2013,Schiphol Den (North),0,0,serena n
S10531,4/28/2013,Schiphol Den (North),0,0,serena n
S10536,5/3/2013,Schiphol Den (North),0,0,serena n
S10534,5/3/2013,Schiphol Den (North),0,0,serena n
S10538,5/4/2013,Schiphol Den (North),0,0,serena n
S10540,5/5/2013,Schiphol Den (North),0,0,serena n
S10539,5/5/2013,Schiphol Den (North),0,0,serena n
S10543,5/6/2013,Schiphol Den (North),0,0,serena n
S10544,5/6/2013,Schiphol Den (North),0,0,serena n
S10553,5/7/2013,Schiphol Den (North),0,0,serena n
S10546,5/7/2013,Schiphol Den (North),0,0,serena n
S10551,5/7/2013,Schiphol Den (North),0,0,serena n
S10552,5/7/2013,Schiphol Den (North),0,0,serena n
S10558,5/8/2013,Schiphol Den (North),0,0,serena n
S10562,5/9/2013,Schiphol Den (North),0,0,serena n
S10559,5/9/2013,Schiphol Den (North),0,0,serena n
S10563.1,5/10/2013,Schiphol Den (North),0,0,serena n
S10567,5/10/2013,Schiphol Den (North),0,0,serena n
S10566.1,5/10/2013,Schiphol Den (North),0,0,serena n
S10570,5/11/2013,Schiphol Den (North),0,0,serena n
S10577,5/12/2013,Schiphol Den (North),0,0,serena n
S10576,5/12/2013,Schiphol Den (North),0,0,serena n
S10575,5/12/2013,Schiphol Den (North),0,0,serena n
S10583,5/13/2013,Schiphol Den (North),0,0,serena n
S10581,5/13/2013,Schiphol Den (North),0,0,serena n
S10580,5/13/2013,Schiphol Den (North),0,0,serena n
S10585,5/14/2013,Schiphol Den (North),0,0,serena n
S10588,5/14/2013,Schiphol Den (North),0,0,serena n
S10587,5/14/2013,Schiphol Den (North),0,0,serena n
S10593,5/15/2013,Schiphol Den (North),0,0,serena n
S10594,5/16/2013,Schiphol Den (North),0,0,serena n
S10595,5/16/2013,Schiphol Den (North),0,0,serena n
S10596,5/17/2013,Schiphol Den (North),0,0,serena n
S10598,5/17/2013,Schiphol Den (North),0,0,serena n
S10607,5/18/2013,Schiphol Den (North),0,0,serena n
S10606,5/18/2013,Schiphol Den (North),0,0,serena n
S10600,5/18/2013,Schiphol Den (North),0,0,serena n
S10608,5/19/2013,Schiphol Den (North),0,0,serena n
S10613,5/20/2013,Schiphol Den (North),0,0,serena n
S10616,5/20/2013,Schiphol Den (North),0,0,serena n
S10621,5/21/2013,Schiphol Den (North),0,0,serena n
S10622,5/21/2013,Schiphol Den (North),0,0,serena n
S10623,5/21/2013,Schiphol Den (North),0,0,serena n
S10626,5/22/2013,Schiphol Den (North),0,0,serena n
S10625.1,5/22/2013,Schiphol Den (North),0,0,serena n
S10630,5/24/2013,Schiphol Den (North),0,0,serena n
S10634,5/24/2013,Schiphol Den (North),0,0,serena n
S10636,5/24/2013,Schiphol Den (North),0,0,serena n
S10005,7/2/2013,Schiphol Den (North),0,0,serena n
S10004,7/2/2013,Schiphol Den (North),0,0,serena n
S10016,7/5/2013,Schiphol Den (North),0,0,serena n
S10017,7/5/2013,Schiphol Den (North),0,0,serena n
S10027,7/6/2013,Schiphol Den (North),0,0,serena n
S10034,7/8/2013,Schiphol Den (North),0,0,serena n
S10044,7/10/2013,Schiphol Den (North),0,0,serena n
S10047,7/10/2013,Schiphol Den (North),0,0,serena n
S10048,7/10/2013,Schiphol Den (North),0,0,serena n
S10049,7/10/2013,Schiphol Den (North),0,0,serena n
S10040,7/10/2013,Schiphol Den (North),0,0,serena n
S10050,7/11/2013,Schiphol Den (North),0,0,serena n
S10060,7/12/2013,Schiphol Den (North),0,0,serena n
S10064,7/13/2013,Schiphol Den (North),0,0,serena n
S10065,7/13/2013,Schiphol Den (North),0,0,serena n
S10066,7/14/2013,Schiphol Den (North),0,0,serena n
S10070,7/14/2013,Schiphol Den (North),0,0,serena n
S10071,7/15/2013,Schiphol Den (North),0,0,serena n
S10077,7/16/2013,Schiphol Den (North),0,0,serena n
S10076,7/16/2013,Schiphol Den (North),0,0,serena n
S10075,7/16/2013,Schiphol Den (North),0,0,serena n
S1007.1,7/16/2013,Schiphol Den (North),0,0,serena n
S10081,7/17/2013,Schiphol Den (North),0,0,serena n
S10082,7/18/2013,Schiphol Den (North),0,0,serena n
S10083,7/18/2013,Schiphol Den (North),0,0,serena n
S10107,7/21/2013,Schiphol Den (North),0,0,serena n
S10123,7/25/2013,Schiphol Den (North),0,0,serena n
S10130,7/26/2013,Schiphol Den (North),0,0,serena n
S10138,7/27/2013,Schiphol Den (North),0,0,serena n
S10145,7/29/2013,Schiphol Den (North),0,0,serena n
S10143,7/29/2013,Schiphol Den (North),0,0,serena n
S10149,7/29/2013,Schiphol Den (North),0,0,serena n
S10163,7/30/2013,Schiphol Den (North),0,0,serena n
S10165,7/30/2013,Schiphol Den (North),0,0,serena n
S10869,8/1/2013,Schiphol Den (North),0,0,serena n
S11353,12/16/2013,Schiphol Den (North),0,0,serena n
S11355,12/16/2013,Schiphol Den (North),0,0,serena n
S11358,12/17/2013,Schiphol Den (North),0,0,serena n
S11359,12/18/2013,Schiphol Den (North),0,0,serena n
S11361,12/18/2013,Schiphol Den (North),0,0,serena n
S11365,12/20/2013,Schiphol Den (North),0,0,serena n
S11377,12/22/2013,Schiphol Den (North),0,0,serena n
S11378,12/23/2013,Schiphol Den (North),0,0,serena n
S11379,12/23/2013,Schiphol Den (North),0,0,serena n
S11380,12/24/2013,Schiphol Den (North),0,0,serena n
S11395,12/26/2013,Schiphol Den (North),0,0,serena n
S11403,12/27/2013,Schiphol Den (North),0,0,serena n
S11404,12/29/2013,Schiphol Den (North),0,0,serena n
S11406,12/29/2013,Schiphol Den (North),0,0,serena n
S11407,12/29/2013,Schiphol Den (North),0,0,serena n
S11405,12/29/2013,Schiphol Den (North),0,0,serena n
S13181,1/2/2014,Schiphol Den (North),0,0,serena n
S13182,1/2/2014,Schiphol Den (North),0,0,serena n
S13189.1,1/2/2014,Schiphol Den (North),0,0,serena n
S13295,1/3/2014,Schiphol Den (North),0,0,serena n
S13190,1/4/2014,Schiphol Den (North),0,0,serena n
S13191,1/4/2014,Schiphol Den (North),0,0,serena n
S13192,1/4/2014,Schiphol Den (North),0,0,serena n
S13193,1/4/2014,Schiphol Den (North),0,0,serena n
S13200,1/4/2014,Schiphol Den (North),0,0,serena n
S13201,1/4/2014,Schiphol Den (North),0,0,serena n
S13202,1/6/2014,Schiphol Den (North),0,0,serena n
S13208,1/8/2014,Schiphol Den (North),0,0,serena n
S13207,1/8/2014,Schiphol Den (North),0,0,serena n
S13209,1/8/2014,Schiphol Den (North),0,0,serena n
S13206,1/8/2014,Schiphol Den (North),0,0,serena n
S13205,1/9/2014,Schiphol Den (North),0,0,serena n
S13214,1/10/2014,Schiphol Den (North),0,0,serena n
S13214.1,1/10/2014,Schiphol Den (North),0,0,serena n
S13215,1/11/2014,Schiphol Den (North),0,0,serena n
S13216,1/11/2014,Schiphol Den (North),0,0,serena n
S13217,1/12/2014,Schiphol Den (North),0,0,serena n
S13221,1/12/2014,Schiphol Den (North),0,0,serena n
S13219,1/12/2014,Schiphol Den (North),0,0,serena n
S13220,1/12/2014,Schiphol Den (North),0,0,serena n
S13224,1/13/2014,Schiphol Den (North),0,0,serena n
S13225,1/13/2014,Schiphol Den (North),0,0,serena n
S13229,1/13/2014,Schiphol Den (North),0,0,serena n
S13230,1/14/2014,Schiphol Den (North),0,0,serena n
S13231,1/14/2014,Schiphol Den (North),0,0,serena n
S13233.1,1/15/2014,Schiphol Den (North),0,0,serena n
S13234,1/15/2014,Schiphol Den (North),0,0,serena n
S13235,1/15/2014,Schiphol Den (North),0,0,serena n
S13232,1/15/2014,Schiphol Den (North),0,0,serena n
S13237,1/16/2014,Schiphol Den (North),0,0,serena n
S13241,1/16/2014,Schiphol Den (North),0,0,serena n
S13242,1/17/2014,Schiphol Den (North),0,0,serena n
S13243,1/17/2014,Schiphol Den (North),0,0,serena n
S13249,1/19/2014,Schiphol Den (North),0,0,serena n
S13250,1/19/2014,Schiphol Den (North),0,0,serena n
S13251,1/20/2014,Schiphol Den (North),0,0,serena n
S13256,1/20/2014,Schiphol Den (North),0,0,serena n
S13253,1/20/2014,Schiphol Den (North),0,0,serena n
S13259,1/21/2014,Schiphol Den (North),0,0,serena n
S13257,1/21/2014,Schiphol Den (North),0,0,serena n
S13267,1/24/2014,Schiphol Den (North),0,0,serena n
S13268,1/25/2014,Schiphol Den (North),0,0,serena n
S13269,1/25/2014,Schiphol Den (North),0,0,serena n
S13273,1/26/2014,Schiphol Den (North),0,0,serena n
S13272,1/26/2014,Schiphol Den (North),0,0,serena n
S13280,1/27/2014,Schiphol Den (North),0,0,serena n
S13286,1/27/2014,Schiphol Den (North),0,0,serena n
S13281,1/27/2014,Schiphol Den (North),0,0,serena n
S13287,1/28/2014,Schiphol Den (North),0,0,serena n
S13291,1/29/2014,Schiphol Den (North),0,0,serena n
